transaction_id,date,store_id,product_id,quantity,unit_price,discount_amount
TXN-0000044,2024-06-01,STR-001,PRD-014,1,320.0,0.0
TXN-0000045,2024-06-01,STR-001,PRD-015,2,140.0,0.0
TXN-0000046,2024-06-01,STR-001,PRD-015,3,140.0,0.0
TXN-0000047,2024-06-01,STR-001,PRD-015,1,140.0,0.0
TXN-0000048,2024-06-01,STR-001,PRD-015,4,140.0,0.0
TXN-0000049,2024-06-01,STR-001,PRD-016,1,120.0,0.0
TXN-0000050,2024-06-01,STR-001,PRD-016,1,120.0,12.0
TXN-0000051,2024-06-01,STR-001,PRD-016,4,120.0,0.0
TXN-0000052,2024-06-01,STR-001,PRD-016,2,120.0,0.0
TXN-0000053,2024-06-01,STR-001,PRD-016,1,120.0,0.0
TXN-0000054,2024-06-01,STR-001,PRD-017,4,40.0,0.0
TXN-0000055,2024-06-01,STR-001,PRD-018,3,80.0,0.0
TXN-0000056,2024-06-01,STR-001,PRD-018,1,80.0,0.0
TXN-0000057,2024-06-01,STR-001,PRD-018,1,80.0,0.0
TXN-0000058,2024-06-01,STR-001,PRD-018,1,80.0,0.0
TXN-0000059,2024-06-01,STR-001,PRD-019,2,100.0,0.0
TXN-0000060,2024-06-01,STR-001,PRD-019,3,100.0,0.0
TXN-0000061,2024-06-01,STR-001,PRD-019,2,100.0,0.0
TXN-0000062,2024-06-01,STR-001,PRD-019,3,100.0,0.0
TXN-0000063,2024-06-01,STR-001,PRD-020,1,260.0,0.0
TXN-0000064,2024-06-01,STR-001,PRD-020,4,260.0,0.0
TXN-0000065,2024-06-01,STR-001,PRD-021,3,310.0,0.0
TXN-0000066,2024-06-01,STR-001,PRD-021,1,310.0,0.0
TXN-0000067,2024-06-01,STR-001,PRD-021,1,310.0,0.0
TXN-0000068,2024-06-01,STR-001,PRD-021,4,310.0,0.0
TXN-0000069,2024-06-01,STR-001,PRD-022,4,65.0,26.0
TXN-0000070,2024-06-01,STR-001,PRD-022,3,65.0,0.0
TXN-0000071,2024-06-01,STR-001,PRD-022,1,65.0,0.0
TXN-0000072,2024-06-01,STR-001,PRD-023,4,75.0,0.0
TXN-0000073,2024-06-01,STR-001,PRD-023,3,75.0,0.0
TXN-0000074,2024-06-01,STR-001,PRD-024,3,70.0,0.0
TXN-0000075,2024-06-01,STR-001,PRD-024,1,70.0,0.0
TXN-0000076,2024-06-01,STR-001,PRD-024,2,70.0,0.0
TXN-0000077,2024-06-01,STR-001,PRD-025,2,90.0,0.0
TXN-0000078,2024-06-01,STR-001,PRD-025,1,90.0,0.0
TXN-0000079,2024-06-01,STR-001,PRD-026,4,210.0,0.0
TXN-0000080,2024-06-01,STR-001,PRD-026,2,210.0,0.0
TXN-0000081,2024-06-01,STR-001,PRD-026,2,210.0,0.0
TXN-0000082,2024-06-01,STR-001,PRD-027,3,130.0,0.0
TXN-0000083,2024-06-01,STR-001,PRD-027,3,130.0,0.0
TXN-0000084,2024-06-01,STR-001,PRD-027,2,130.0,0.0
TXN-0000085,2024-06-01,STR-001,PRD-028,2,35.0,0.0
TXN-0000086,2024-06-01,STR-001,PRD-028,2,35.0,0.0
TXN-0000087,2024-06-01,STR-001,PRD-028,3,35.0,0.0
TXN-0000088,2024-06-01,STR-001,PRD-029,2,580.0,0.0
TXN-0000089,2024-06-01,STR-001,PRD-029,3,580.0,0.0
TXN-0000090,2024-06-01,STR-001,PRD-029,1,580.0,0.0
TXN-0000091,2024-06-01,STR-001,PRD-029,1,580.0,0.0
TXN-0000092,2024-06-01,STR-001,PRD-030,1,175.0,0.0
TXN-0000093,2024-06-01,STR-001,PRD-030,2,175.0,35.0
TXN-0000094,2024-06-01,STR-001,PRD-031,3,195.0,0.0
TXN-0000095,2024-06-01,STR-001,PRD-031,1,195.0,19.5
TXN-0000096,2024-06-01,STR-001,PRD-032,1,290.0,0.0
TXN-0000097,2024-06-01,STR-001,PRD-032,3,290.0,87.0
TXN-0000098,2024-06-01,STR-001,PRD-032,1,290.0,29.0
TXN-0000099,2024-06-01,STR-001,PRD-032,2,290.0,0.0
TXN-0000100,2024-06-01,STR-001,PRD-033,4,120.0,0.0
TXN-0000101,2024-06-01,STR-001,PRD-034,2,145.0,0.0
TXN-0000102,2024-06-01,STR-001,PRD-034,2,145.0,0.0
TXN-0000103,2024-06-01,STR-001,PRD-034,1,145.0,0.0
TXN-0000104,2024-06-01,STR-001,PRD-035,1,360.0,0.0
TXN-0000105,2024-06-01,STR-001,PRD-035,3,360.0,0.0
TXN-0000106,2024-06-01,STR-001,PRD-035,2,360.0,72.0
TXN-0000107,2024-06-01,STR-001,PRD-036,3,170.0,0.0
TXN-0000108,2024-06-01,STR-001,PRD-037,2,95.0,19.0
TXN-0000109,2024-06-01,STR-001,PRD-037,1,95.0,0.0
TXN-0000110,2024-06-01,STR-001,PRD-037,1,95.0,0.0
TXN-0000111,2024-06-01,STR-001,PRD-038,2,125.0,0.0
TXN-0000112,2024-06-01,STR-001,PRD-038,1,125.0,0.0
TXN-0000113,2024-06-01,STR-001,PRD-039,1,240.0,0.0
TXN-0000114,2024-06-01,STR-001,PRD-039,1,240.0,0.0
TXN-0000115,2024-06-01,STR-001,PRD-039,1,240.0,0.0
TXN-0000116,2024-06-01,STR-001,PRD-040,2,145.0,0.0
TXN-0000117,2024-06-01,STR-001,PRD-040,1,145.0,0.0
TXN-0000118,2024-06-01,STR-001,PRD-041,3,190.0,0.0
TXN-0000119,2024-06-01,STR-001,PRD-041,1,190.0,0.0
TXN-0000120,2024-06-01,STR-001,PRD-042,1,210.0,0.0
TXN-0000121,2024-06-01,STR-001,PRD-042,3,210.0,0.0
TXN-0000122,2024-06-01,STR-001,PRD-042,1,210.0,0.0
TXN-0000123,2024-06-01,STR-001,PRD-042,2,210.0,0.0
TXN-0000124,2024-06-01,STR-001,PRD-043,2,175.0,0.0
TXN-0000125,2024-06-01,STR-001,PRD-044,2,280.0,0.0
TXN-0000126,2024-06-01,STR-001,PRD-044,1,280.0,0.0
TXN-0000127,2024-06-01,STR-001,PRD-045,1,255.0,0.0
TXN-0000128,2024-06-01,STR-001,PRD-045,1,255.0,0.0
TXN-0000129,2024-06-01,STR-001,PRD-046,2,135.0,0.0
TXN-0000130,2024-06-01,STR-001,PRD-046,1,135.0,0.0
TXN-0000131,2024-06-01,STR-001,PRD-047,2,115.0,0.0
TXN-0000132,2024-06-01,STR-001,PRD-047,1,115.0,0.0
TXN-0000133,2024-06-01,STR-001,PRD-047,1,115.0,0.0
TXN-0000134,2024-06-01,STR-001,PRD-048,3,325.0,0.0
TXN-0000135,2024-06-01,STR-001,PRD-049,2,699.0,0.0
TXN-0000136,2024-06-01,STR-001,PRD-049,2,699.0,0.0
TXN-0000137,2024-06-01,STR-001,PRD-050,2,95.0,0.0
TXN-0000138,2024-06-01,STR-001,PRD-050,1,95.0,0.0
TXN-0000139,2024-06-01,STR-001,PRD-051,2,210.0,0.0
TXN-0000140,2024-06-01,STR-001,PRD-051,1,210.0,0.0
TXN-0000141,2024-06-01,STR-001,PRD-052,1,180.0,0.0
TXN-0000142,2024-06-01,STR-001,PRD-052,2,180.0,36.0
TXN-0000143,2024-06-01,STR-001,PRD-053,1,395.0,0.0
TXN-0000144,2024-06-01,STR-001,PRD-053,2,395.0,0.0
TXN-0000145,2024-06-01,STR-001,PRD-053,1,395.0,0.0
TXN-0000146,2024-06-01,STR-001,PRD-054,2,449.0,0.0
TXN-0000147,2024-06-01,STR-001,PRD-054,1,449.0,0.0
TXN-0000148,2024-06-01,STR-001,PRD-055,3,580.0,174.0
TXN-0000149,2024-06-01,STR-001,PRD-056,1,160.0,0.0
TXN-0000150,2024-06-01,STR-001,PRD-056,3,160.0,0.0
TXN-0000151,2024-06-01,STR-001,PRD-057,2,185.0,0.0
TXN-0000152,2024-06-01,STR-001,PRD-057,1,185.0,0.0
TXN-0000153,2024-06-01,STR-001,PRD-057,1,185.0,0.0
TXN-0000154,2024-06-01,STR-001,PRD-058,3,160.0,0.0
TXN-0000155,2024-06-01,STR-001,PRD-059,1,380.0,0.0
TXN-0000156,2024-06-01,STR-001,PRD-060,2,155.0,0.0
TXN-0000157,2024-06-01,STR-001,PRD-061,4,169.0,67.6
TXN-0000158,2024-06-01,STR-001,PRD-062,3,175.0,52.5
TXN-0000159,2024-06-01,STR-001,PRD-062,2,175.0,0.0
TXN-0000160,2024-06-01,STR-001,PRD-063,2,220.0,0.0
TXN-0000161,2024-06-01,STR-001,PRD-064,2,225.0,0.0
TXN-0000162,2024-06-01,STR-001,PRD-064,1,225.0,0.0
TXN-0000163,2024-06-01,STR-001,PRD-065,1,70.0,0.0
TXN-0000164,2024-06-01,STR-001,PRD-067,1,180.0,0.0
TXN-0000165,2024-06-01,STR-001,PRD-068,1,165.0,0.0
TXN-0000166,2024-06-01,STR-001,PRD-069,2,199.0,0.0
TXN-0000167,2024-06-01,STR-001,PRD-070,2,299.0,0.0
TXN-0000168,2024-06-01,STR-001,PRD-070,4,299.0,0.0
TXN-0000169,2024-06-01,STR-001,PRD-071,4,599.0,0.0
TXN-0000170,2024-06-01,STR-001,PRD-072,3,1299.0,0.0
TXN-0000171,2024-06-01,STR-001,PRD-073,2,550.0,0.0
TXN-0000172,2024-06-01,STR-001,PRD-073,2,550.0,0.0
TXN-0000173,2024-06-01,STR-001,PRD-074,1,349.0,0.0
TXN-0000174,2024-06-01,STR-001,PRD-074,1,349.0,34.9
TXN-0000175,2024-06-01,STR-001,PRD-075,2,499.0,0.0
TXN-0000176,2024-06-01,STR-001,PRD-076,2,249.0,0.0
TXN-0000177,2024-06-01,STR-001,PRD-076,1,249.0,24.9
TXN-0000178,2024-06-01,STR-001,PRD-077,3,299.0,0.0
TXN-0000179,2024-06-01,STR-001,PRD-078,3,220.0,0.0
TXN-0000180,2024-06-01,STR-001,PRD-078,1,220.0,0.0
TXN-0000181,2024-06-01,STR-001,PRD-078,1,220.0,22.0
TXN-0000182,2024-06-01,STR-001,PRD-079,1,160.0,0.0
TXN-0000183,2024-06-01,STR-001,PRD-079,1,160.0,16.0
TXN-0000184,2024-06-01,STR-001,PRD-079,1,160.0,0.0
TXN-0000185,2024-06-01,STR-001,PRD-080,1,999.0,0.0
TXN-0000186,2024-06-01,STR-001,PRD-080,1,999.0,0.0
TXN-0000187,2024-06-01,STR-001,PRD-080,2,999.0,0.0
TXN-0000188,2024-06-01,STR-001,PRD-081,3,799.0,0.0
TXN-0000189,2024-06-01,STR-001,PRD-082,1,599.0,0.0
TXN-0000190,2024-06-01,STR-001,PRD-082,4,599.0,0.0
TXN-0000191,2024-06-01,STR-001,PRD-083,1,599.0,0.0
TXN-0000192,2024-06-01,STR-001,PRD-084,2,1499.0,0.0
TXN-0000193,2024-06-01,STR-001,PRD-084,1,1499.0,0.0
TXN-0000194,2024-06-01,STR-001,PRD-085,2,349.0,0.0
TXN-0000195,2024-06-01,STR-001,PRD-086,1,549.0,0.0
TXN-0000196,2024-06-01,STR-001,PRD-088,1,260.0,0.0
TXN-0000197,2024-06-01,STR-001,PRD-089,1,220.0,0.0
TXN-0000198,2024-06-01,STR-001,PRD-090,1,499.0,49.9
TXN-0000199,2024-06-01,STR-001,PRD-091,1,299.0,0.0
TXN-0000200,2024-06-01,STR-001,PRD-091,1,299.0,0.0
TXN-0000201,2024-06-01,STR-001,PRD-092,1,499.0,0.0
TXN-0000202,2024-06-01,STR-001,PRD-096,1,240.0,0.0
TXN-0000203,2024-06-01,STR-001,PRD-097,2,135.0,27.0
TXN-0000204,2024-06-01,STR-001,PRD-100,1,150.0,15.0
TXN-0000205,2024-06-01,STR-001,PRD-100,1,150.0,0.0
TXN-0000206,2024-06-01,STR-001,PRD-101,2,850.0,0.0
TXN-0000207,2024-06-01,STR-001,PRD-103,1,260.0,0.0
TXN-0000208,2024-06-01,STR-001,PRD-105,1,110.0,0.0
TXN-0000209,2024-06-01,STR-001,PRD-106,1,95.0,0.0
TXN-0000210,2024-06-01,STR-001,PRD-107,1,320.0,0.0
TXN-0000211,2024-06-01,STR-002,PRD-001,1,150.0,0.0
TXN-0000212,2024-06-01,STR-002,PRD-001,4,150.0,0.0
TXN-0000213,2024-06-01,STR-002,PRD-001,3,150.0,0.0
TXN-0000214,2024-06-01,STR-002,PRD-001,4,150.0,0.0
TXN-0000215,2024-06-01,STR-002,PRD-001,2,150.0,0.0
TXN-0000216,2024-06-01,STR-002,PRD-001,1,150.0,15.0
TXN-0000217,2024-06-01,STR-002,PRD-002,1,185.0,0.0
TXN-0000218,2024-06-01,STR-002,PRD-002,1,185.0,0.0
TXN-0000219,2024-06-01,STR-002,PRD-002,4,185.0,0.0
TXN-0000220,2024-06-01,STR-002,PRD-002,2,185.0,0.0
TXN-0000221,2024-06-01,STR-002,PRD-003,1,50.0,0.0
TXN-0000222,2024-06-01,STR-002,PRD-003,1,50.0,0.0
TXN-0000223,2024-06-01,STR-002,PRD-003,2,50.0,0.0
TXN-0000224,2024-06-01,STR-002,PRD-003,2,50.0,0.0
TXN-0000225,2024-06-01,STR-002,PRD-004,2,110.0,0.0
TXN-0000226,2024-06-01,STR-002,PRD-004,1,110.0,0.0
TXN-0000227,2024-06-01,STR-002,PRD-004,4,110.0,0.0
TXN-0000228,2024-06-01,STR-002,PRD-004,4,110.0,0.0
TXN-0000229,2024-06-01,STR-002,PRD-004,3,110.0,0.0
TXN-0000230,2024-06-01,STR-002,PRD-005,3,45.0,0.0
TXN-0000231,2024-06-01,STR-002,PRD-005,1,45.0,0.0
TXN-0000232,2024-06-01,STR-002,PRD-006,4,25.0,0.0
TXN-0000233,2024-06-01,STR-002,PRD-006,1,25.0,0.0
TXN-0000234,2024-06-01,STR-002,PRD-006,1,25.0,2.5
TXN-0000235,2024-06-01,STR-002,PRD-007,3,240.0,0.0
TXN-0000236,2024-06-01,STR-002,PRD-008,3,40.0,0.0
TXN-0000237,2024-06-01,STR-002,PRD-009,1,350.0,0.0
TXN-0000238,2024-06-01,STR-002,PRD-009,3,350.0,0.0
TXN-0000239,2024-06-01,STR-002,PRD-009,1,350.0,0.0
TXN-0000240,2024-06-01,STR-002,PRD-009,1,350.0,35.0
TXN-0000241,2024-06-01,STR-002,PRD-010,3,550.0,0.0
TXN-0000242,2024-06-01,STR-002,PRD-010,1,550.0,0.0
TXN-0000243,2024-06-01,STR-002,PRD-011,2,210.0,42.0
TXN-0000244,2024-06-01,STR-002,PRD-012,2,190.0,0.0
TXN-0000245,2024-06-01,STR-002,PRD-012,2,190.0,0.0
TXN-0000246,2024-06-01,STR-002,PRD-012,2,190.0,0.0
TXN-0000247,2024-06-01,STR-002,PRD-012,1,190.0,0.0
TXN-0000248,2024-06-01,STR-002,PRD-013,3,125.0,0.0
TXN-0000249,2024-06-01,STR-002,PRD-014,1,320.0,0.0
TXN-0000250,2024-06-01,STR-002,PRD-014,4,320.0,0.0
TXN-0000251,2024-06-01,STR-002,PRD-014,1,320.0,0.0
TXN-0000252,2024-06-01,STR-002,PRD-014,1,320.0,0.0
TXN-0000253,2024-06-01,STR-002,PRD-015,2,140.0,0.0
TXN-0000254,2024-06-01,STR-002,PRD-015,3,140.0,0.0
TXN-0000255,2024-06-01,STR-002,PRD-015,1,140.0,0.0
TXN-0000256,2024-06-01,STR-002,PRD-015,1,140.0,0.0
TXN-0000257,2024-06-01,STR-002,PRD-015,1,140.0,0.0
TXN-0000258,2024-06-01,STR-002,PRD-016,4,120.0,48.0
TXN-0000259,2024-06-01,STR-002,PRD-016,3,120.0,0.0
TXN-0000260,2024-06-01,STR-002,PRD-016,1,120.0,0.0
TXN-0000261,2024-06-01,STR-002,PRD-016,2,120.0,0.0
TXN-0000262,2024-06-01,STR-002,PRD-017,4,40.0,0.0
TXN-0000263,2024-06-01,STR-002,PRD-018,4,80.0,0.0
TXN-0000264,2024-06-01,STR-002,PRD-018,1,80.0,0.0
TXN-0000265,2024-06-01,STR-002,PRD-019,3,100.0,30.0
TXN-0000266,2024-06-01,STR-002,PRD-019,4,100.0,0.0
TXN-0000267,2024-06-01,STR-002,PRD-019,1,100.0,0.0
TXN-0000268,2024-06-01,STR-002,PRD-019,3,100.0,0.0
TXN-0000269,2024-06-01,STR-002,PRD-020,4,260.0,104.0
TXN-0000270,2024-06-01,STR-002,PRD-020,1,260.0,0.0
TXN-0000271,2024-06-01,STR-002,PRD-021,4,310.0,0.0
TXN-0000272,2024-06-01,STR-002,PRD-021,2,310.0,0.0
TXN-0000273,2024-06-01,STR-002,PRD-021,1,310.0,0.0
TXN-0000274,2024-06-01,STR-002,PRD-021,1,310.0,0.0
TXN-0000275,2024-06-01,STR-002,PRD-021,1,310.0,0.0
TXN-0000276,2024-06-01,STR-002,PRD-021,2,310.0,0.0
TXN-0000277,2024-06-01,STR-002,PRD-022,4,65.0,0.0
TXN-0000278,2024-06-01,STR-002,PRD-022,1,65.0,0.0
TXN-0000279,2024-06-01,STR-002,PRD-022,1,65.0,0.0
TXN-0000280,2024-06-01,STR-002,PRD-022,1,65.0,0.0
TXN-0000281,2024-06-01,STR-002,PRD-022,2,65.0,13.0
TXN-0000282,2024-06-01,STR-002,PRD-023,4,75.0,0.0
TXN-0000283,2024-06-01,STR-002,PRD-023,4,75.0,30.0
TXN-0000284,2024-06-01,STR-002,PRD-023,1,75.0,0.0
TXN-0000285,2024-06-01,STR-002,PRD-024,3,70.0,0.0
TXN-0000286,2024-06-01,STR-002,PRD-024,4,70.0,0.0
TXN-0000287,2024-06-01,STR-002,PRD-025,1,90.0,0.0
TXN-0000288,2024-06-01,STR-002,PRD-025,2,90.0,18.0
TXN-0000289,2024-06-01,STR-002,PRD-025,1,90.0,0.0
TXN-0000290,2024-06-01,STR-002,PRD-026,1,210.0,0.0
TXN-0000291,2024-06-01,STR-002,PRD-026,3,210.0,0.0
TXN-0000292,2024-06-01,STR-002,PRD-026,3,210.0,0.0
TXN-0000293,2024-06-01,STR-002,PRD-026,1,210.0,0.0
TXN-0000294,2024-06-01,STR-002,PRD-027,2,130.0,0.0
TXN-0000295,2024-06-01,STR-002,PRD-027,1,130.0,0.0
TXN-0000296,2024-06-01,STR-002,PRD-027,4,130.0,52.0
TXN-0000297,2024-06-01,STR-002,PRD-027,1,130.0,13.0
TXN-0000298,2024-06-01,STR-002,PRD-028,4,35.0,0.0
TXN-0000299,2024-06-01,STR-002,PRD-028,3,35.0,0.0
TXN-0000300,2024-06-01,STR-002,PRD-029,3,580.0,0.0
TXN-0000301,2024-06-01,STR-002,PRD-029,3,580.0,0.0
TXN-0000302,2024-06-01,STR-002,PRD-029,2,580.0,0.0
TXN-0000303,2024-06-01,STR-002,PRD-030,3,175.0,0.0
TXN-0000304,2024-06-01,STR-002,PRD-030,4,175.0,70.0
TXN-0000305,2024-06-01,STR-002,PRD-031,2,195.0,39.0
TXN-0000306,2024-06-01,STR-002,PRD-032,4,290.0,0.0
TXN-0000307,2024-06-01,STR-002,PRD-032,1,290.0,0.0
TXN-0000308,2024-06-01,STR-002,PRD-032,1,290.0,0.0
TXN-0000309,2024-06-01,STR-002,PRD-033,1,120.0,12.0
TXN-0000310,2024-06-01,STR-002,PRD-033,4,120.0,0.0
TXN-0000311,2024-06-01,STR-002,PRD-034,4,145.0,58.0
TXN-0000312,2024-06-01,STR-002,PRD-034,1,145.0,0.0
TXN-0000313,2024-06-01,STR-002,PRD-034,1,145.0,0.0
TXN-0000314,2024-06-01,STR-002,PRD-035,4,360.0,0.0
TXN-0000315,2024-06-01,STR-002,PRD-035,1,360.0,0.0
TXN-0000316,2024-06-01,STR-002,PRD-036,1,170.0,17.0
TXN-0000317,2024-06-01,STR-002,PRD-036,1,170.0,0.0
TXN-0000318,2024-06-01,STR-002,PRD-036,2,170.0,0.0
TXN-0000319,2024-06-01,STR-002,PRD-037,2,95.0,0.0
TXN-0000320,2024-06-01,STR-002,PRD-037,2,95.0,0.0
TXN-0000321,2024-06-01,STR-002,PRD-038,4,125.0,0.0
TXN-0000322,2024-06-01,STR-002,PRD-039,3,240.0,0.0
TXN-0000323,2024-06-01,STR-002,PRD-039,2,240.0,0.0
TXN-0000324,2024-06-01,STR-002,PRD-040,2,145.0,0.0
TXN-0000325,2024-06-01,STR-002,PRD-040,1,145.0,0.0
TXN-0000326,2024-06-01,STR-002,PRD-040,1,145.0,0.0
TXN-0000327,2024-06-01,STR-002,PRD-040,1,145.0,0.0
TXN-0000328,2024-06-01,STR-002,PRD-041,2,190.0,0.0
TXN-0000329,2024-06-01,STR-002,PRD-041,1,190.0,19.0
TXN-0000330,2024-06-01,STR-002,PRD-041,1,190.0,0.0
TXN-0000331,2024-06-01,STR-002,PRD-042,3,210.0,0.0
TXN-0000332,2024-06-01,STR-002,PRD-042,2,210.0,0.0
TXN-0000333,2024-06-01,STR-002,PRD-042,1,210.0,0.0
TXN-0000334,2024-06-01,STR-002,PRD-043,1,175.0,0.0
TXN-0000335,2024-06-01,STR-002,PRD-044,3,280.0,0.0
TXN-0000336,2024-06-01,STR-002,PRD-044,1,280.0,0.0
TXN-0000337,2024-06-01,STR-002,PRD-045,2,255.0,0.0
TXN-0000338,2024-06-01,STR-002,PRD-046,2,135.0,0.0
TXN-0000339,2024-06-01,STR-002,PRD-046,1,135.0,0.0
TXN-0000340,2024-06-01,STR-002,PRD-046,1,135.0,0.0
TXN-0000341,2024-06-01,STR-002,PRD-047,1,115.0,0.0
TXN-0000342,2024-06-01,STR-002,PRD-047,3,115.0,0.0
TXN-0000343,2024-06-01,STR-002,PRD-048,3,325.0,0.0
TXN-0000344,2024-06-01,STR-002,PRD-048,2,325.0,0.0
TXN-0000345,2024-06-01,STR-002,PRD-049,1,699.0,0.0
TXN-0000346,2024-06-01,STR-002,PRD-049,1,699.0,0.0
TXN-0000347,2024-06-01,STR-002,PRD-049,1,699.0,0.0
TXN-0000348,2024-06-01,STR-002,PRD-050,2,95.0,0.0
TXN-0000349,2024-06-01,STR-002,PRD-051,2,210.0,0.0
TXN-0000350,2024-06-01,STR-002,PRD-051,1,210.0,0.0
TXN-0000351,2024-06-01,STR-002,PRD-052,1,180.0,0.0
TXN-0000352,2024-06-01,STR-002,PRD-053,3,395.0,0.0
TXN-0000353,2024-06-01,STR-002,PRD-053,1,395.0,0.0
TXN-0000354,2024-06-01,STR-002,PRD-054,2,449.0,0.0
TXN-0000355,2024-06-01,STR-002,PRD-055,2,580.0,0.0
TXN-0000356,2024-06-01,STR-002,PRD-056,2,160.0,0.0
TXN-0000357,2024-06-01,STR-002,PRD-056,3,160.0,0.0
TXN-0000358,2024-06-01,STR-002,PRD-057,1,185.0,0.0
TXN-0000359,2024-06-01,STR-002,PRD-057,1,185.0,18.5
TXN-0000360,2024-06-01,STR-002,PRD-058,1,160.0,0.0
TXN-0000361,2024-06-01,STR-002,PRD-059,1,380.0,0.0
TXN-0000362,2024-06-01,STR-002,PRD-060,2,155.0,0.0
TXN-0000363,2024-06-01,STR-002,PRD-061,2,169.0,0.0
TXN-0000364,2024-06-01,STR-002,PRD-061,3,169.0,0.0
TXN-0000365,2024-06-01,STR-002,PRD-061,1,169.0,0.0
TXN-0000366,2024-06-01,STR-002,PRD-062,1,175.0,0.0
TXN-0000367,2024-06-01,STR-002,PRD-062,1,175.0,0.0
TXN-0000368,2024-06-01,STR-002,PRD-062,1,175.0,0.0
TXN-0000369,2024-06-01,STR-002,PRD-063,2,220.0,0.0
TXN-0000370,2024-06-01,STR-002,PRD-063,1,220.0,0.0
TXN-0000371,2024-06-01,STR-002,PRD-064,2,225.0,0.0
TXN-0000372,2024-06-01,STR-002,PRD-064,1,225.0,22.5
TXN-0000373,2024-06-01,STR-002,PRD-064,1,225.0,0.0
TXN-0000374,2024-06-01,STR-002,PRD-065,1,70.0,0.0
TXN-0000375,2024-06-01,STR-002,PRD-066,1,99.0,0.0
TXN-0000376,2024-06-01,STR-002,PRD-066,1,99.0,0.0
TXN-0000377,2024-06-01,STR-002,PRD-068,3,165.0,0.0
TXN-0000378,2024-06-01,STR-002,PRD-069,1,199.0,0.0
TXN-0000379,2024-06-01,STR-002,PRD-069,1,199.0,0.0
TXN-0000380,2024-06-01,STR-002,PRD-070,3,299.0,0.0
TXN-0000381,2024-06-01,STR-002,PRD-070,2,299.0,0.0
TXN-0000382,2024-06-01,STR-002,PRD-071,2,599.0,0.0
TXN-0000383,2024-06-01,STR-002,PRD-071,1,599.0,0.0
TXN-0000384,2024-06-01,STR-002,PRD-072,2,1299.0,0.0
TXN-0000385,2024-06-01,STR-002,PRD-072,1,1299.0,0.0
TXN-0000386,2024-06-01,STR-002,PRD-073,2,550.0,0.0
TXN-0000387,2024-06-01,STR-002,PRD-073,3,550.0,0.0
