date,store_id,product_id,opening_stock,received_quantity,sold_quantity,returned_quantity,damaged_quantity,adjustment_quantity,closing_stock
2024-06-01,STR-001,PRD-086,36,0,1,0,0,0,35
2024-06-01,STR-001,PRD-087,30,0,0,0,0,0,30
2024-06-01,STR-001,PRD-088,40,0,1,0,0,0,39
2024-06-01,STR-001,PRD-089,40,0,1,0,0,0,39
2024-06-01,STR-001,PRD-090,45,0,1,0,0,0,44
2024-06-01,STR-001,PRD-091,45,0,2,0,0,0,43
2024-06-01,STR-001,PRD-092,60,0,1,0,0,0,59
2024-06-01,STR-001,PRD-093,60,0,0,0,0,0,60
2024-06-01,STR-001,PRD-094,36,0,0,0,0,0,36
2024-06-01,STR-001,PRD-095,40,0,0,0,0,0,40
2024-06-01,STR-001,PRD-096,75,0,1,0,0,0,74
2024-06-01,STR-001,PRD-097,120,0,2,0,0,0,118
2024-06-01,STR-001,PRD-098,30,0,0,0,0,0,30
2024-06-01,STR-001,PRD-099,50,0,0,0,0,0,50
2024-06-01,STR-001,PRD-100,80,0,2,0,0,0,78
2024-06-01,STR-001,PRD-101,30,0,2,0,0,0,28
2024-06-01,STR-001,PRD-102,80,0,0,0,0,0,80
2024-06-01,STR-001,PRD-103,60,0,1,0,0,0,59
2024-06-01,STR-001,PRD-104,100,0,0,0,0,0,100
2024-06-01,STR-001,PRD-105,50,0,1,0,0,0,49
2024-06-01,STR-001,PRD-106,120,0,1,0,0,0,119
2024-06-01,STR-001,PRD-107,60,0,1,0,0,0,59
2024-06-01,STR-001,PRD-108,100,0,0,0,0,0,100
2024-06-01,STR-002,PRD-001,150,0,15,0,0,0,135
2024-06-01,STR-002,PRD-002,125,0,8,0,0,0,117
2024-06-01,STR-002,PRD-003,120,0,6,0,0,0,114
2024-06-01,STR-002,PRD-004,150,0,14,0,0,0,136
2024-06-01,STR-002,PRD-005,140,0,4,0,0,0,136
2024-06-01,STR-002,PRD-006,160,0,6,0,0,0,154
2024-06-01,STR-002,PRD-007,80,0,3,0,0,0,77
2024-06-01,STR-002,PRD-008,150,0,3,0,0,0,147
2024-06-01,STR-002,PRD-009,75,0,6,0,0,0,69
2024-06-01,STR-002,PRD-010,50,0,4,0,0,0,46
2024-06-01,STR-002,PRD-011,45,0,2,0,0,0,43
2024-06-01,STR-002,PRD-012,75,0,7,0,0,0,68
2024-06-01,STR-002,PRD-013,100,0,3,0,0,0,97
2024-06-01,STR-002,PRD-014,36,0,7,0,0,0,29
2024-06-01,STR-002,PRD-015,75,0,8,0,0,0,67
2024-06-01,STR-002,PRD-016,120,0,10,0,0,0,110
2024-06-01,STR-002,PRD-017,200,0,4,0,0,0,196
2024-06-01,STR-002,PRD-018,120,0,5,0,0,0,115
2024-06-01,STR-002,PRD-019,120,0,11,0,0,0,109
2024-06-01,STR-002,PRD-020,60,0,5,0,0,0,55
2024-06-01,STR-002,PRD-021,45,0,11,0,0,0,34
2024-06-01,STR-002,PRD-022,200,0,9,0,0,0,191
2024-06-01,STR-002,PRD-023,150,0,9,0,0,0,141
2024-06-01,STR-002,PRD-024,100,0,7,0,0,0,93
2024-06-01,STR-002,PRD-025,75,0,4,0,0,0,71
2024-06-01,STR-002,PRD-026,75,0,8,0,0,0,67
2024-06-01,STR-002,PRD-027,80,0,8,0,0,0,72
2024-06-01,STR-002,PRD-028,180,0,7,0,0,0,173
2024-06-01,STR-002,PRD-029,100,0,8,0,0,0,92
2024-06-01,STR-002,PRD-030,140,0,7,0,0,0,133
2024-06-01,STR-002,PRD-031,90,0,2,0,0,0,88
2024-06-01,STR-002,PRD-032,120,0,6,0,0,0,114
2024-06-01,STR-002,PRD-033,75,0,5,0,0,0,70
2024-06-01,STR-002,PRD-034,60,0,6,0,0,0,54
2024-06-01,STR-002,PRD-035,125,0,5,0,0,0,120
2024-06-01,STR-002,PRD-036,125,0,4,0,0,0,121
2024-06-01,STR-002,PRD-037,150,0,4,0,0,0,146
2024-06-01,STR-002,PRD-038,100,0,4,0,0,0,96
2024-06-01,STR-002,PRD-039,75,0,5,0,0,0,70
2024-06-01,STR-002,PRD-040,200,0,5,0,0,0,195
2024-06-01,STR-002,PRD-041,80,0,4,0,0,0,76
2024-06-01,STR-002,PRD-042,75,0,6,0,0,0,69
2024-06-01,STR-002,PRD-043,90,0,1,0,0,0,89
2024-06-01,STR-002,PRD-044,75,0,4,0,0,0,71
2024-06-01,STR-002,PRD-045,50,0,2,0,0,0,48
2024-06-01,STR-002,PRD-046,70,0,4,0,0,0,66
2024-06-01,STR-002,PRD-047,160,0,4,0,0,0,156
2024-06-01,STR-002,PRD-048,60,0,5,0,0,0,55
2024-06-01,STR-002,PRD-049,24,0,3,0,0,0,21
2024-06-01,STR-002,PRD-050,50,0,2,0,0,0,48
2024-06-01,STR-002,PRD-051,50,0,3,0,0,0,47
2024-06-01,STR-002,PRD-052,40,0,1,0,0,0,39
2024-06-01,STR-002,PRD-053,60,0,4,0,0,0,56
2024-06-01,STR-002,PRD-054,30,0,2,0,0,0,28
2024-06-01,STR-002,PRD-055,40,0,2,0,0,0,38
2024-06-01,STR-002,PRD-056,90,0,5,0,1,0,84
2024-06-01,STR-002,PRD-057,140,0,2,0,0,0,138
2024-06-01,STR-002,PRD-058,80,0,1,0,0,0,79
2024-06-01,STR-002,PRD-059,90,0,1,0,0,0,89
2024-06-01,STR-002,PRD-060,105,0,2,0,0,0,103
2024-06-01,STR-002,PRD-061,100,0,6,0,0,0,94
2024-06-01,STR-002,PRD-062,105,0,3,0,0,0,102
2024-06-01,STR-002,PRD-063,80,0,3,0,0,0,77
2024-06-01,STR-002,PRD-064,75,0,4,0,0,0,71
2024-06-01,STR-002,PRD-065,160,0,1,0,0,0,159
2024-06-01,STR-002,PRD-066,30,0,2,0,0,0,28
2024-06-01,STR-002,PRD-067,80,0,0,0,0,0,80
2024-06-01,STR-002,PRD-068,80,0,3,0,0,0,77
2024-06-01,STR-002,PRD-069,40,0,2,0,0,0,38
2024-06-01,STR-002,PRD-070,50,0,5,0,0,0,45
2024-06-01,STR-002,PRD-071,40,0,3,0,0,0,37
2024-06-01,STR-002,PRD-072,40,0,3,0,0,0,37
2024-06-01,STR-002,PRD-073,30,0,5,0,0,0,25
2024-06-01,STR-002,PRD-074,30,0,2,0,0,0,28
2024-06-01,STR-002,PRD-075,40,0,3,0,0,0,37
2024-06-01,STR-002,PRD-076,30,0,0,0,0,0,30
2024-06-01,STR-002,PRD-077,30,0,1,0,0,0,29
2024-06-01,STR-002,PRD-078,30,0,5,0,0,0,25
2024-06-01,STR-002,PRD-079,40,0,0,0,0,0,40
2024-06-01,STR-002,PRD-080,24,0,2,0,0,0,22
2024-06-01,STR-002,PRD-081,30,0,3,0,0,0,27
2024-06-01,STR-002,PRD-082,30,0,5,0,0,0,25
2024-06-01,STR-002,PRD-083,60,0,3,0,0,0,57
2024-06-01,STR-002,PRD-084,40,0,3,0,1,0,36
2024-06-01,STR-002,PRD-085,75,0,1,0,1,0,73
2024-06-01,STR-002,PRD-086,48,0,2,0,0,0,46
2024-06-01,STR-002,PRD-087,45,0,1,0,0,0,44
2024-06-01,STR-002,PRD-088,40,0,2,0,0,0,38
2024-06-01,STR-002,PRD-089,60,0,1,0,0,0,59
2024-06-01,STR-002,PRD-090,45,0,1,0,0,0,44
2024-06-01,STR-002,PRD-091,30,0,1,0,0,0,29
2024-06-01,STR-002,PRD-092,60,0,1,0,0,0,59
2024-06-01,STR-002,PRD-093,220,0,0,0,0,0,220
2024-06-01,STR-002,PRD-094,24,0,0,0,0,0,24
2024-06-01,STR-002,PRD-095,80,0,1,0,0,0,79
2024-06-01,STR-002,PRD-096,100,0,1,0,0,0,99
2024-06-01,STR-002,PRD-097,120,0,0,0,0,0,120
2024-06-01,STR-002,PRD-098,30,0,0,0,0,0,30
2024-06-01,STR-002,PRD-099,100,0,0,0,0,0,100
2024-06-01,STR-002,PRD-100,40,0,1,0,0,0,39
2024-06-01,STR-002,PRD-101,40,0,1,0,0,0,39
2024-06-01,STR-002,PRD-102,40,0,1,0,0,0,39
2024-06-01,STR-002,PRD-103,60,0,2,0,0,0,58
2024-06-01,STR-002,PRD-104,75,0,0,0,0,0,75
2024-06-01,STR-002,PRD-105,100,0,1,0,0,0,99
2024-06-01,STR-002,PRD-106,120,0,2,0,0,0,118
2024-06-01,STR-002,PRD-107,60,0,2,0,0,0,58
2024-06-01,STR-002,PRD-108,100,0,0,0,0,0,100
2024-06-01,STR-003,PRD-001,140,0,14,0,0,0,126
2024-06-01,STR-003,PRD-002,75,0,10,0,0,0,65
2024-06-01,STR-003,PRD-003,160,0,4,0,0,0,156
2024-06-01,STR-003,PRD-004,150,0,13,0,0,0,137
2024-06-01,STR-003,PRD-005,175,0,4,0,0,0,171
2024-06-01,STR-003,PRD-006,200,0,6,0,0,0,194
2024-06-01,STR-003,PRD-007,60,0,4,0,0,0,56
2024-06-01,STR-003,PRD-008,150,0,7,0,0,0,143
2024-06-01,STR-003,PRD-009,60,0,7,0,0,0,53
2024-06-01,STR-003,PRD-010,40,0,4,0,0,0,36
2024-06-01,STR-003,PRD-011,45,0,6,0,0,0,39
2024-06-01,STR-003,PRD-012,45,0,8,1,0,0,38
2024-06-01,STR-003,PRD-013,100,0,4,0,0,0,96
2024-06-01,STR-003,PRD-014,48,0,6,0,0,0,42
2024-06-01,STR-003,PRD-015,75,0,8,0,1,0,66
2024-06-01,STR-003,PRD-016,120,0,10,0,0,0,110
2024-06-01,STR-003,PRD-017,150,0,4,0,0,0,146
2024-06-01,STR-003,PRD-018,150,0,5,0,0,0,145
2024-06-01,STR-003,PRD-019,90,0,9,0,0,0,81
2024-06-01,STR-003,PRD-020,60,0,5,0,0,0,55
2024-06-01,STR-003,PRD-021,75,0,8,0,0,0,67
2024-06-01,STR-003,PRD-022,160,0,9,0,0,0,151
2024-06-01,STR-003,PRD-023,90,0,10,0,0,0,80
2024-06-01,STR-003,PRD-024,125,0,6,0,0,0,119
2024-06-01,STR-003,PRD-025,75,0,4,0,0,0,71
2024-06-01,STR-003,PRD-026,45,0,9,0,0,0,36
2024-06-01,STR-003,PRD-027,100,0,8,0,0,0,92
2024-06-01,STR-003,PRD-028,180,0,6,0,0,0,174
2024-06-01,STR-003,PRD-029,100,0,8,0,0,0,92
2024-06-01,STR-003,PRD-030,105,0,7,0,0,0,98
2024-06-01,STR-003,PRD-031,120,0,2,0,0,0,118
2024-06-01,STR-003,PRD-032,150,0,5,0,0,0,145
2024-06-01,STR-003,PRD-033,125,0,5,0,0,0,120
2024-06-01,STR-003,PRD-034,80,0,6,0,0,0,74
2024-06-01,STR-003,PRD-035,75,0,7,0,0,0,68
2024-06-01,STR-003,PRD-036,125,0,3,0,0,0,122
2024-06-01,STR-003,PRD-037,150,0,3,0,0,0,147
2024-06-01,STR-003,PRD-038,125,0,3,0,0,0,122
2024-06-01,STR-003,PRD-039,45,0,4,0,0,0,41
2024-06-01,STR-003,PRD-040,200,0,5,0,0,0,195
2024-06-01,STR-003,PRD-041,80,0,4,0,0,0,76
2024-06-01,STR-003,PRD-042,60,0,5,0,0,0,55
2024-06-01,STR-003,PRD-043,120,0,3,0,0,0,117
2024-06-01,STR-003,PRD-044,100,0,1,0,0,0,99
2024-06-01,STR-003,PRD-045,75,0,2,0,0,0,73
2024-06-01,STR-003,PRD-046,105,0,4,0,0,0,101
2024-06-01,STR-003,PRD-047,160,0,4,0,0,0,156
2024-06-01,STR-003,PRD-048,60,0,4,0,0,0,56
2024-06-01,STR-003,PRD-049,24,0,1,0,0,0,23
2024-06-01,STR-003,PRD-050,50,0,2,0,0,0,48
2024-06-01,STR-003,PRD-051,50,0,2,0,0,0,48
2024-06-01,STR-003,PRD-052,40,0,4,0,0,0,36
2024-06-01,STR-003,PRD-053,45,0,4,0,0,0,41
2024-06-01,STR-003,PRD-054,30,0,2,0,0,0,28
2024-06-01,STR-003,PRD-055,40,0,2,0,0,0,38
2024-06-01,STR-003,PRD-056,120,0,6,0,0,0,114
2024-06-01,STR-003,PRD-057,70,0,2,0,0,0,68
2024-06-01,STR-003,PRD-058,160,0,3,0,0,0,157
2024-06-01,STR-003,PRD-059,60,0,1,0,0,1,60
2024-06-01,STR-003,PRD-060,70,0,2,0,0,0,68
2024-06-01,STR-003,PRD-061,50,0,4,0,0,0,46
2024-06-01,STR-003,PRD-062,140,0,5,0,0,0,135
2024-06-01,STR-003,PRD-063,80,0,3,0,0,0,77
2024-06-01,STR-003,PRD-064,50,0,2,0,0,0,48
2024-06-01,STR-003,PRD-065,80,0,0,0,0,0,80
2024-06-01,STR-003,PRD-066,30,0,1,0,0,0,29
2024-06-01,STR-003,PRD-067,40,0,1,0,0,0,39
2024-06-01,STR-003,PRD-068,60,0,2,0,0,0,58
2024-06-01,STR-003,PRD-069,40,0,2,0,0,0,38
2024-06-01,STR-003,PRD-070,50,0,2,0,0,0,48
2024-06-01,STR-003,PRD-071,40,0,2,0,0,0,38
2024-06-01,STR-003,PRD-072,40,0,4,0,0,0,36
2024-06-01,STR-003,PRD-073,30,0,4,0,0,0,26
2024-06-01,STR-003,PRD-074,30,0,4,0,0,0,26
2024-06-01,STR-003,PRD-075,40,0,4,0,0,0,36
2024-06-01,STR-003,PRD-076,30,0,0,0,0,0,30
2024-06-01,STR-003,PRD-077,30,0,2,0,0,0,28
2024-06-01,STR-003,PRD-078,30,0,4,0,0,0,26
2024-06-01,STR-003,PRD-079,40,0,4,0,0,0,36
2024-06-01,STR-003,PRD-080,24,0,2,0,0,0,22
2024-06-01,STR-003,PRD-081,30,0,2,0,0,0,28
2024-06-01,STR-003,PRD-082,30,0,3,0,0,0,27
2024-06-01,STR-003,PRD-083,60,0,2,0,0,0,58
2024-06-01,STR-003,PRD-084,20,0,1,0,0,0,19
2024-06-01,STR-003,PRD-085,75,0,1,0,0,0,74
2024-06-01,STR-003,PRD-086,48,0,1,0,0,0,47
2024-06-01,STR-003,PRD-087,45,0,0,0,0,0,45
2024-06-01,STR-003,PRD-088,40,0,2,0,0,0,38
2024-06-01,STR-003,PRD-089,80,0,1,0,0,0,79
2024-06-01,STR-003,PRD-090,30,0,0,0,0,0,30
2024-06-01,STR-003,PRD-091,60,0,1,0,0,0,59
2024-06-01,STR-003,PRD-092,80,0,1,0,0,0,79
2024-06-01,STR-003,PRD-093,60,0,0,0,0,0,60
2024-06-01,STR-003,PRD-094,36,0,2,0,0,0,34
2024-06-01,STR-003,PRD-095,40,0,1,0,0,0,39
2024-06-01,STR-003,PRD-096,75,0,2,0,0,0,73
2024-06-01,STR-003,PRD-097,120,0,0,0,0,0,120
2024-06-01,STR-003,PRD-098,30,0,0,0,0,0,30
2024-06-01,STR-003,PRD-099,50,0,1,0,0,0,49
2024-06-01,STR-003,PRD-100,40,0,0,0,0,0,40
2024-06-01,STR-003,PRD-101,20,0,2,0,0,0,18
2024-06-01,STR-003,PRD-102,80,0,0,0,0,0,80
2024-06-01,STR-003,PRD-103,45,0,1,0,0,0,44
2024-06-01,STR-003,PRD-104,75,0,1,1,0,0,75
2024-06-01,STR-003,PRD-105,75,0,4,0,0,0,71
2024-06-01,STR-003,PRD-106,90,0,0,0,0,0,90
2024-06-01,STR-003,PRD-107,45,0,0,0,0,0,45
2024-06-01,STR-003,PRD-108,200,0,2,0,0,0,198
2024-06-01,STR-004,PRD-001,90,0,15,0,0,0,75
2024-06-01,STR-004,PRD-002,125,0,10,0,0,0,115
2024-06-01,STR-004,PRD-003,200,0,4,0,0,0,196
2024-06-01,STR-004,PRD-004,250,0,12,0,0,0,238
2024-06-01,STR-004,PRD-005,105,0,4,0,0,0,101
2024-06-01,STR-004,PRD-006,120,0,9,0,0,0,111
2024-06-01,STR-004,PRD-007,80,0,3,0,0,0,77
2024-06-01,STR-004,PRD-008,150,0,5,0,0,0,145
2024-06-01,STR-004,PRD-009,60,0,7,0,0,0,53
2024-06-01,STR-004,PRD-010,30,0,5,0,0,0,25
2024-06-01,STR-004,PRD-011,45,0,6,0,0,0,39
2024-06-01,STR-004,PRD-012,45,0,7,0,0,1,39
2024-06-01,STR-004,PRD-013,75,0,5,0,0,0,70
2024-06-01,STR-004,PRD-014,60,0,5,0,1,0,54
2024-06-01,STR-004,PRD-015,100,0,8,0,0,0,92
2024-06-01,STR-004,PRD-016,120,0,8,0,0,0,112
2024-06-01,STR-004,PRD-017,200,0,3,0,0,0,197
2024-06-01,STR-004,PRD-018,90,0,4,0,0,0,86
2024-06-01,STR-004,PRD-019,120,0,9,0,0,0,111
2024-06-01,STR-004,PRD-020,80,0,5,0,0,0,75
2024-06-01,STR-004,PRD-021,45,0,9,0,0,0,36
2024-06-01,STR-004,PRD-022,120,0,8,0,0,0,112
2024-06-01,STR-004,PRD-023,120,0,9,0,0,0,111
2024-06-01,STR-004,PRD-024,125,0,8,0,0,0,117
2024-06-01,STR-004,PRD-025,75,0,5,0,0,0,70
2024-06-01,STR-004,PRD-026,45,0,7,0,0,0,38
2024-06-01,STR-004,PRD-027,100,0,7,0,0,0,93
2024-06-01,STR-004,PRD-028,225,0,6,0,0,0,219
2024-06-01,STR-004,PRD-029,60,0,7,0,0,0,53
2024-06-01,STR-004,PRD-030,105,0,5,0,0,0,100
2024-06-01,STR-004,PRD-031,90,0,0,0,0,0,90
2024-06-01,STR-004,PRD-032,90,0,7,0,0,0,83
2024-06-01,STR-004,PRD-033,100,0,4,0,0,0,96
2024-06-01,STR-004,PRD-034,80,0,7,0,0,0,73
2024-06-01,STR-004,PRD-035,100,0,7,0,0,0,93
2024-06-01,STR-004,PRD-036,75,0,5,0,0,0,70
2024-06-01,STR-004,PRD-037,120,0,2,0,0,0,118
2024-06-01,STR-004,PRD-038,75,0,3,0,0,0,72
2024-06-01,STR-004,PRD-039,45,0,4,1,0,0,42
2024-06-01,STR-004,PRD-040,160,0,4,0,0,0,156
2024-06-01,STR-004,PRD-041,60,0,6,0,0,0,54
2024-06-01,STR-004,PRD-042,60,0,6,0,0,0,54
2024-06-01,STR-004,PRD-043,90,0,3,0,0,0,87
2024-06-01,STR-004,PRD-044,75,0,4,0,0,0,71
2024-06-01,STR-004,PRD-045,75,0,3,0,0,0,72
2024-06-01,STR-004,PRD-046,105,0,2,0,0,0,103
2024-06-01,STR-004,PRD-047,160,0,4,0,0,0,156
2024-06-01,STR-004,PRD-048,80,0,5,0,0,0,75
2024-06-01,STR-004,PRD-049,48,0,1,0,0,0,47
2024-06-01,STR-004,PRD-050,100,0,2,0,0,-1,97
2024-06-01,STR-004,PRD-051,100,0,3,0,0,0,97
2024-06-01,STR-004,PRD-052,60,0,3,0,0,0,57
2024-06-01,STR-004,PRD-053,30,0,5,0,0,0,25
2024-06-01,STR-004,PRD-054,30,0,5,1,0,0,26
2024-06-01,STR-004,PRD-055,30,0,1,0,0,0,29
2024-06-01,STR-004,PRD-056,60,0,4,0,0,0,56
2024-06-01,STR-004,PRD-057,70,0,5,0,0,0,65
2024-06-01,STR-004,PRD-058,160,0,4,0,0,0,156
2024-06-01,STR-004,PRD-059,120,0,1,0,0,0,119
2024-06-01,STR-004,PRD-060,140,0,1,0,0,0,139
2024-06-01,STR-004,PRD-061,50,0,5,1,0,0,46
2024-06-01,STR-004,PRD-062,140,0,6,0,0,0,134
2024-06-01,STR-004,PRD-063,60,0,4,0,0,0,56
2024-06-01,STR-004,PRD-064,50,0,4,0,0,0,46
2024-06-01,STR-004,PRD-065,80,0,22,0,0,0,58
2024-06-01,STR-004,PRD-066,60,0,21,0,0,0,39
2024-06-01,STR-004,PRD-067,60,0,11,0,0,0,49
2024-06-01,STR-004,PRD-068,80,0,0,0,0,0,80
2024-06-01,STR-004,PRD-069,80,0,4,0,0,0,76
2024-06-01,STR-004,PRD-070,100,0,5,0,0,0,95
2024-06-01,STR-004,PRD-071,80,0,4,0,0,0,76
2024-06-01,STR-004,PRD-072,80,0,4,0,0,0,76
2024-06-01,STR-004,PRD-073,60,0,2,0,0,0,58
2024-06-01,STR-004,PRD-074,60,0,2,0,0,0,58
2024-06-01,STR-004,PRD-075,80,0,0,0,0,0,80
2024-06-01,STR-004,PRD-076,60,0,0,0,0,0,60
2024-06-01,STR-004,PRD-077,60,0,5,0,0,0,55
2024-06-01,STR-004,PRD-078,60,0,5,0,0,0,55
2024-06-01,STR-004,PRD-079,80,0,2,0,0,0,78
2024-06-01,STR-004,PRD-080,48,0,2,0,0,0,46
2024-06-01,STR-004,PRD-081,60,0,2,0,0,0,58
2024-06-01,STR-004,PRD-082,60,0,4,0,0,0,56
2024-06-01,STR-004,PRD-083,30,0,1,0,0,0,29
2024-06-01,STR-004,PRD-084,20,0,2,0,0,0,18
2024-06-01,STR-004,PRD-085,100,0,2,0,0,0,98
2024-06-01,STR-004,PRD-086,24,0,1,0,0,0,23
2024-06-01,STR-004,PRD-087,30,0,0,0,0,0,30
2024-06-01,STR-004,PRD-088,40,0,2,0,0,0,38
2024-06-01,STR-004,PRD-089,80,0,0,0,0,0,80
2024-06-01,STR-004,PRD-090,30,0,2,0,0,0,28
2024-06-01,STR-004,PRD-091,60,0,1,0,0,0,59
2024-06-01,STR-004,PRD-092,40,0,2,0,0,0,38
2024-06-01,STR-004,PRD-093,45,0,0,0,0,0,45
2024-06-01,STR-004,PRD-094,24,0,2,0,0,0,22
2024-06-01,STR-004,PRD-095,80,0,1,0,0,0,79
2024-06-01,STR-004,PRD-096,50,0,0,0,0,0,50
2024-06-01,STR-004,PRD-097,160,0,0,0,0,0,160
2024-06-01,STR-004,PRD-098,30,0,0,0,0,0,30
2024-06-01,STR-004,PRD-099,100,0,0,0,0,0,100
2024-06-01,STR-004,PRD-100,40,0,2,0,0,0,38
2024-06-01,STR-004,PRD-101,40,0,3,1,0,0,38
2024-06-01,STR-004,PRD-102,40,0,0,0,0,0,40
2024-06-01,STR-004,PRD-103,45,0,1,0,0,0,44
2024-06-01,STR-004,PRD-104,100,0,0,0,0,0,100
2024-06-01,STR-004,PRD-105,100,0,0,0,0,0,100
2024-06-01,STR-004,PRD-106,120,0,1,0,0,0,119
2024-06-01,STR-004,PRD-107,60,0,2,1,0,0,59
2024-06-01,STR-004,PRD-108,150,0,0,0,0,0,150
2024-06-02,STR-001,PRD-001,135,0,16,0,0,0,119
